300.69315 ThII
301.27078 ThII
301.57251 ThII
301.71323 ThII
301.84900 ThII
301.94220 ThII
303.04880 ThI
303.35083 ArII
303.85986 ThII
304.69516 ThII
304.78165 ThI
304.90924 ThII
306.04391 ThI
306.77295 ThII
306.89075 ThI
307.21152 ThII
307.28253 ThII
307.50565 ThII
307.88278 ThII
308.02170 ThII
309.00937 ThII
309.34018 ArII
309.72672 ThII
310.09384 ThII
310.26639 ThII
310.57474 ThII
310.70261 ThII
310.82968 ThII
311.00211 ThII
311.62631 ThII
311.76840 ThII
311.95261 ThII
312.08810 ThI
312.29636 ThII
312.43875 ThII
313.44260 ThII
313.62161 ThI
313.68295 ThI
314.02719 ThI
314.18472 ThII
314.28357 ThII
314.56369 ThI
314.60434 ThII
314.74484 ThI
315.04550 ThII
315.16464 ThII
315.43008 ThII
315.58301 ThII
315.64008 ThII
316.13727 ArII
316.75607 ThII
316.96686 ArII
317.12753 ThI
317.21112 Th
317.34265 ThI
317.42044 ThII
317.57257 ThII
317.61670 ThI
317.82434 ThI
317.90482 ThII
318.01938 ThII
318.10376 ArII
318.16721 Th
320.43210 ArII
321.03088 ThII
321.11945 ThI
321.20221 Th
321.35742 ThII
321.57782 ThII
322.03510 ThII
322.90097 ThII
323.08679 ThII
323.58401 Th
323.81158 ThII
323.89343 ThI
324.36887 ArII
324.44489 ThI
324.57602 ThII
324.98004 ArII
325.19162 ThI
325.29645 Th
325.38660 ThI
325.48099 ThII
325.62738 ThII
325.73666 ThI
325.81055 ThI
325.90610 ThI
325.96164 ThII
326.09418 ThII
326.26685 ThII
326.55780 ThII
327.11200 Th
327.18912 ThI
327.20270 ThI
327.39157 ThII
327.50677 ThII
327.61713 Th
328.03714 ThII
328.10489 ThI
328.12732 Th
328.17017 ArII
328.26169 Th
328.29794 ThII
328.57526 ThI
328.65829 ThII
328.77893 ThII
329.05997 Th
329.17395 ThII
329.25211 ThII
329.32257 Th
329.39481 ThII
329.42453 ThII
329.66074 ThII
329.73749 ThII
329.78333 ThII
329.80499 ThI
329.96689 ThII
330.16513 ThI
330.42383 ThI
330.53036 ThI
330.72284 ArII
330.84741 Th
330.93655 ThI
331.01987 Th
331.36786 Th
331.48270 ThII
331.99103 ThI
332.03003 ThII
332.04764 ThI
332.14508 ThII
332.15744 ThI
332.20932 ThI
332.47528 ThII
332.51205 ThII
332.64651 ThII
332.71933 ThI
332.97287 ThI
333.04770 ThI
333.31290 ThI
333.46042 ThII
333.50641 ThII
333.61618 ThII
333.78705 ThII
333.83969 ThII
334.07254 ThI
334.31644 ThI
334.36185 ThII
334.51709 ThI
334.58804 Th
334.65561 ThII
334.69650 ThI
334.79922 Th
334.87683 ThI
335.03513 ThI
335.09244 ArII
335.12286 ThII
335.39487 ThII
335.41797 ThII
335.46185 ThII
335.51062 ThI
335.52588 ThII
335.55630 ThII
335.86020 ThII
335.97568 ThII
336.03735 ThII
336.09982 ThI
336.11981 ThI
336.16190 ThII
336.17368 ThII
336.26764 ThII
336.46857 ThII
336.51376 ThI
336.53384 ThI
336.65170 ThII
336.75824 ThI
336.78189 ThII
337.17966 ThII
337.28232 Th
337.34924 ThI
337.45813 ThII
337.49750 ThI
337.64359 ArII
337.85736 ThII
338.08597 ThI
338.31067 ThII
338.55316 ThII
338.65005 ThII
338.79205 ThI
338.85312 ArII
338.94632 ThI
338.96405 ThII
339.03683 Th
339.18713 ThI
339.20349 ThII
339.34213 ThI
339.39929 ThI
339.47971 ThII
339.67279 ThI
339.75162 ThI
339.85449 ThI
340.17111 ThI
340.20264 ThII
340.26953 ThII
340.46509 ThII
340.55585 ThI
340.62418 ThII
340.78302 ThI
340.87500 ThI
340.92700 ThII
341.00757 ThI
341.30130 ThI
341.58847 ThI
341.74979 ThI
341.87753 ThII
341.91733 ThII
342.12100 ThI
342.26559 ThI
342.31290 Th
342.39899 ThI
342.54349 ThI
342.59436 ThII
342.70923 ThI
342.86221 ThI
342.87143 ThI
342.89993 ThI
343.04175 Th
343.18103 ThII
343.39987 ThII
343.47272 ThI
343.59772 ThII
343.67273 ThI
343.73071 ThI
343.89502 ThII
343.93988 ThI
343.97119 ThII
344.10361 ThII
344.13647 ThII
344.15268 ThI
344.25790 ThI
344.52173 ThII
344.57443 ThII
344.65475 ThI
344.89487 ThI
344.92871 ThII
344.96448 ThII
345.17026 ThI
345.26819 ThII
345.40952 ArII
345.56131 ThI
345.70691 ThI
346.10190 ThI
346.12173 ThI
346.28506 ThII
346.37198 ThII
346.41272 ArII
346.50626 ThI
346.57651 ThII
346.65384 ThI
346.66461 ThI
346.82199 ThII
346.93454 ThI
346.99210 ThII
347.05673 ThI
347.10007 ThI
347.12186 ThI
347.19592 ThI
347.63852 ThI
347.67474 ArII
347.77042 ThII
347.82324 ArII
347.84634 ThII
347.91727 ThII
347.96848 ThI
348.00525 ThI
348.05057 ArII
348.25482 ThII
348.27612 ThII
348.40802 ThII
348.52124 ThII
348.65512 ThI
348.78436 ThII
348.88339 ThI
348.91843 ThI
348.95078 ThI
349.04526 ThII
349.08734 ArII
349.12439 ArII
349.15359 ArII
349.19000 ThI
349.32513 Th
349.35187 ThII
349.56998 ThI
349.60605 Th
349.68109 ThI
349.72629 ThII
349.80099 ThII
349.86212 ThI
349.96829 Th
349.98218 ThI
349.99866 ThII
350.01035 Th
350.14560 ThII
350.18668 ThI
350.29636 ThI
350.36145 ThII
350.37860 ThI
350.54941 ThII
350.61328 ThI
350.66458 ThI
350.75464 Th
350.90891 ThI
350.97787 ArII
351.11575 ThI
351.15622 ThII
351.27426 ThII
351.43878 ArII
351.49622 ThII
351.63547 Th
351.68243 ThII
351.84042 ThI
351.88858 ThI
351.99936 ArII
352.10596 ThI
352.12601 ArII
352.35062 ThI
352.37585 ThI
352.41788 ThI
352.47092 ThI
352.66342 ThI
352.70004 Th
352.73227 ThI
352.84116 ThI
352.88205 ThII
352.89545 ThII
352.93860 ThI
353.05148 ThI
353.14505 ThI
353.31827 ThI
353.53195 ArII
353.60107 ThI
353.71597 ThII
353.93222 ThII
353.95871 ThII
353.98401 ThI
354.16159 ThII
354.24979 ThI
354.31476 ArII
354.40179 ThI
354.52853 ThII
354.55957 ArII
354.58450 ArII
354.73376 ThI
354.79175 Th
354.85144 ArII
354.95959 ThI
355.07187 ThI
355.14020 ThI
355.31104 ThII
355.43060 AI
355.50134 ThI
355.57047 ThI
355.63144 ThII
355.69040 ArII
355.74646 ThII
355.95081 ArII
356.10306 ArII
356.17810 ThI
356.21933 ArII
356.50299 ArII
356.56042 ThI
356.70471 ThII
356.72641 ThI
356.76566 ArI
356.96204 ThII
356.98203 ThI
357.03577 ThI
357.05240 ThI
357.15732 ThII
357.23923 ThII
357.32196 ThII
357.51263 ThI
357.53018 ThI
357.53226 ThII
357.66156 ArII
357.75995 ThI
357.89499 ThI
357.94577 Th
358.02316 ThII
358.16086 ArII
358.17578 ThI
358.20090 ThII
358.23544 ArII
358.31024 ThI
358.41757 ThI
358.50510 ThII
358.57703 ThII
358.84409 ArII
358.91537 ThII
358.93604 ThII
358.97495 ThI
358.99942 ThI
359.05249 Th
359.09253 ThI
359.14523 ThI
359.27792 ThI
359.41110 ThII
359.47217 Th
359.49857 ThI
359.56177 ThI
359.74957 Th
359.81198 ThI
359.85248 ThI
359.97241 ThI
360.04324 ThI
360.10345 ThII
360.15094 ArII
360.17715 ThI
360.32040 ThII
360.40659 ThI
360.46820 Th
360.51938 ThI
360.58792 ArII
360.60910 ThI
360.62482 Th
360.65219 ArI
360.73935 ThII
360.83771 Th
360.92252 ThII
360.94455 ThII
361.03973 ThII
361.11606 ThI
361.24277 ThI
361.28668 ThI
361.37796 ThII
361.40097 ThII
361.42136 Th
361.43536 ThI
361.51328 ThII
361.58505 ThI
361.61777 ThI
361.71173 ThII
361.76718 ThI
361.83633 ThI
361.92120 ThI
362.08386 ThI
362.11188 ThII
362.21375 ArII
362.23358 Th
362.27954 ThI
362.37726 ThI
362.44720 ThI
362.48953 ThII
362.50293 ThI
362.51498 ThI
362.56281 ThII
362.58932 ThI
362.69391 ThI
362.98505 Th
363.28305 ThI
363.45822 ThI
363.48126 ArII
363.52420 ThII
363.54196 ThII
363.59433 Th
363.61728 ThII
363.65668 ThII
363.68344 Th
363.70309 ArII
363.75558 ThII
363.83191 ThI
363.86444 ThI
363.94470 ThII
363.98331 ArII
364.19647 ThI
364.22491 ThI
364.25729 ThI
364.35123 ThI
364.38251 ThI
364.44077 Th
364.47141 ThII
364.53638 ThI
364.57065 ThI
364.62677 Th
364.76456 ThII
364.81741 ThII
364.84213 ThII
364.92496 ThII
364.97348 ThI
365.08896 ArII
365.15717 ThII
365.21683 ThII
365.25372 ThII
365.44620 ThI
365.51254 ThI
365.52783 ArII
365.60498 ArII
365.62009 ThII
365.66940 ThI
365.70554 ThI
365.76425 ThI
365.80637 ThII
365.82275 ThII
365.88086 ThI
365.96295 ThI
366.04370 ArII
366.16214 ThI
366.19833 ThI
366.22855 ThI
366.27505 ThI
366.32025 ThI
366.35446 ThI
366.37024 ThII
366.51813 ThII
366.54407 Th
366.69812 ThI
366.76218 ThI
366.81400 Th
366.83902 Th
366.96024 ArII
366.99686 ThI
367.06369 Th
367.10049 ArII
367.15399 ThI
367.23004 ThI
367.25217 ThI
367.32645 ArII
367.37936 ThII
367.40146 ThI
367.48911 ThI
367.51373 ThI
367.55673 ThII
367.57895 ThI
367.59592 ThI
367.61423 Th
367.66898 ThII
367.79138 ThII
367.80484 ThII
367.82700 ArII
367.84805 ThI
367.91342 Th
367.95444 ThI
367.97104 ThII
368.00607 ArII
368.04477 ThI
368.06052 ThI
368.18835 ThII
368.21793 ThI
368.24863 ThI
368.34933 ThI
368.49329 ThI
368.55869 ThI
368.69812 ThII
368.71945 ThI
368.74936 Th
368.76700 ThII
368.79843 ThI
368.87607 ThII
369.01157 Th
369.06238 ThI
369.14117 ThI
369.16141 ThI
369.18759 ThI
369.20764 ThII
369.25665 ThI
369.32474 ThI
369.35239 Th
369.39948 ThI
369.41785 Th
369.43649 ThI
369.47855 ThII
369.52890 ThI
369.59738 ThII
369.66467 ThII
369.70309 ThII
369.77438 ThI
369.81064 ThI
369.87546 Th
369.91812 Th
369.98810 ThI
370.03119 ThII
370.07654 ThII
370.09872 ThI
370.28638 ThII
370.32300 ThI
370.37744 ThI
370.43375 Th
370.47104 Th
370.48618 ThI
370.60239 Th
370.67673 ThI
370.70038 Th
370.74283 ThII
370.87531 ThII
370.98621 ThI
371.13043 ThII
371.16229 ThI
371.18332 ThI
371.25592 ThI
371.40707 Th
371.43256 Th
371.55606 Th
371.58615 ThI
371.65836 Th
371.71713 ArII
371.78293 ThII
371.82065 ArII
371.94348 ThI
371.98361 ThI
371.99774 ThII
372.03073 ThII
372.04266 ArII
372.12152 ThI
372.18256 ThII
372.21155 ThII
372.32898 ThII
372.36560 ThII
372.39200 ThI
372.45166 ArII
372.53934 Th
372.67245 ThII
372.76120 ThI
372.79025 ThI
372.93088 ArII
372.98361 Th
372.99460 ThI
373.03683 ThI
373.07486 ThII
373.29855 ThI
373.36725 ThI
373.45978 ThII
373.55112 ThII
373.69028 Th
373.75125 ThI
373.78891 ArII
373.88440 ThII
374.08551 ThII
374.11832 ThII
374.22775 Th
374.29233 ThI
374.35083 Th
374.38959 Th
374.47369 ThII
374.49109 ThI
374.51764 ThI
374.56592 Th
374.59708 ThI
374.69135 ArII
374.75391 ThII
374.82837 ThII
374.90842 ThI
374.96185 ThI
375.04941 Th
375.06601 ThII
375.10220 ThI
375.25690 ThII
375.32422 ThI
375.35178 ArII
375.40308 ThI
375.42883 Th
375.45932 ThII
375.52121 ThI
375.59869 Th
375.62943 ThI
375.76941 ThI
375.84671 ThI
375.87064 ThI
375.94342 ThI
376.02725 ThII
376.11020 ThII
376.13165 Th
376.17044 ThI
376.24167 ThII
376.35056 ArII
376.52701 ArII
376.61188 ArII
376.64474 ThI
376.70819 Th
376.79007 Th
376.84360 ThII
376.95856 Th
377.00558 ThI
377.03687 ArI
377.05200 ArII
377.13708 ThI
377.16150 ThI
377.22369 ThII
377.26498 ThI
377.30521 Th
377.37573 ThII
377.42038 ThII
377.47333 Th
377.54233 ThI
377.59030 ThII
377.62711 ThI
377.66238 ThI
377.74167 ThI
377.77475 ThI
377.95627 Th
378.08398 ArII
378.09665 ThI
378.13190 ThI
378.30127 ThII
378.32965 ThII
378.34937 ThI
378.45749 Th
378.47943 ThI
378.52805 Th
378.56003 ThII
378.63824 ArII
378.68832 Th
378.91681 Th
379.03561 Th
379.07950 Th
379.23740 Th
379.27301 Th
379.41510 Th
379.43182 Th
379.81030 Th
379.93820 ArII
380.01981 Th
380.14432 Th
380.30750 ThI
380.39841 Th
380.53140 Th
380.58200 Th
380.78741 Th
380.81290 Th
380.85748 ArII
380.94562 ArII
380.98349 Th
381.30679 ThII
381.61667 Th
381.74768 Th
381.86856 ThI
382.07925 ThI
382.14310 ThII
382.21484 ThII
382.28619 Th
382.30676 ThI
382.34579 ThI
382.35852 ThII
382.45532 Th
382.51331 ThI
382.56729 ArII
382.63690 ThI
382.68073 ArII
382.83847 ThI
383.00607 ThI
383.05099 ThII
383.07736 ThI
383.16400 ThI
383.23035 Th
383.30859 Th
383.46786 ArI
383.57114 ThI
383.65854 ThI
383.78754 ThI
383.82922 Th
383.96954 ThI
384.03809 Th
384.08005 ThI
384.15189 ArII
384.19601 ThII
384.25504 Th
384.28967 ThI
384.35089 Th
384.47311 ArII
384.54056 ArII
384.62491 ThII
384.66269 ThI
384.68878 ThI
384.76199 ThI
384.91830 Th
384.99115 ThI
385.01340 ThII
385.05814 ArII
385.11581 ThI
385.21353 ThI
385.29590 ThII
385.38278 ThI
385.45108 ThII
385.63547 ThI
385.75089 ThII
385.89038 Th
385.98398 ThII
386.13522 ThI
386.20523 Th
386.24219 ThI
386.34061 ThII
386.69092 ThI
386.75787 ThII
386.82547 ThI
386.85284 ArII
386.96634 ThI
387.14563 ThII
387.16174 Th
387.21371 ArII
387.31479 ThI
387.34741 ThI
387.38226 ThI
387.42441 ThI
387.48618 ThI
387.53732 ThI
387.56464 ThI
387.86621 ThI
387.92688 ThI
387.94455 ThI
387.96442 ThI
388.01950 ThI
388.03333 ArII
388.14981 ThII
388.21432 ThII
388.37683 ThI
388.45245 ThII
388.48227 Th
388.54037 Th
388.57681 ThII
388.60049 Th
388.62564 ThI
388.69162 ThI
388.99060 ThI
389.12045 ThI
389.14017 ArII
389.17261 ThI
389.19794 ArII
389.36520 ThI
389.46600 ArI
389.54193 ThI
389.84375 ThI
389.87967 Th
389.90311 Th
390.05768 ThI
390.08786 ThII
390.11520 ThII
390.16623 ThI
390.21710 Th
390.31024 ThI
390.34811 ThI
390.40829 ThII
390.51865 ThII
390.71603 ThI
390.75433 ThI
390.87491 ThI
390.89798 ThI
390.91391 ThI
391.05209 ThI
391.07736 ThI
391.15759 ArII
391.19092 ThI
391.22812 ThII
391.36450 ThI
391.41623 Th
391.47678 ArII
391.52954 ThI
391.58490 ThI
391.64175 ThI
391.72693 ThI
391.80701 Th
391.85117 Th
